"","...1","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue","dayDifference","month","week","year","day","weekday"
"170",170,543447,"21586","KINGS CHOICE GIANT TUBE MATCHES",12,2011-02-08,2.55,"16265","United Kingdom",30.6,5379,"Feb",6,2011,8,"Tuesday"
"171",171,518159,"16169M","WRAP DAISY CARPET",50,2010-08-05,0.19,"13239","United Kingdom",9.5,5566,"Aug",31,2010,5,"Thursday"
"172",172,518477,"79191B","RETRO PLASTIC POLKA TRAY",1,2010-08-09,0.85,"15013","United Kingdom",0.85,5562,"Aug",32,2010,9,"Monday"
"173",173,578942,"23571","TRADITIONAL NAUGHTS & CROSSES",4,2011-11-27,1.65,"17288","United Kingdom",6.6,5087,"Nov",48,2011,27,"Sunday"
"174",174,535974,"22158","3 HEARTS HANGING DECORATION RUSTIC",1,2010-11-29,2.95,"16413","United Kingdom",2.95,5450,"Nov",48,2010,29,"Monday"
"175",175,576690,"22898","CHILDRENS APRON APPLES DESIGN",2,2011-11-16,1.95,"15900","United Kingdom",3.9,5098,"Nov",46,2011,16,"Wednesday"
"176",176,495183,"20914","SET/5 RED SPOTTY LID GLASS BOWLS",6,2010-01-21,2.95,"15296","United Kingdom",17.7,5762,"Jan",3,2010,21,"Thursday"
"177",177,494668,"84991","60 TEATIME FAIRY CAKE CASES",24,2010-01-17,0.55,"13616","United Kingdom",13.2,5766,"Jan",3,2010,17,"Sunday"
"178",178,503895,"84993B","75 BLACK PETIT FOUR CASES",1,2010-04-08,0.42,"13278","United Kingdom",0.42,5685,"Apr",14,2010,8,"Thursday"
"179",179,533478,"85230G","ORANGE VOTIVE CANDLE",24,2010-11-17,0.29,"15402","United Kingdom",6.96,5462,"Nov",46,2010,17,"Wednesday"
"180",180,566443,"22819","BIRTHDAY CARD, RETRO SPOT",12,2011-09-12,0.42,"17071","United Kingdom",5.04,5163,"Sep",37,2011,12,"Monday"
"181",181,564495,"22841","ROUND CAKE TIN VINTAGE GREEN",2,2011-08-25,7.95,"17719","United Kingdom",15.9,5181,"Aug",34,2011,25,"Thursday"
"182",182,534890,"22311","OFFICE MUG WARMER BLACK+SILVER",1,2010-11-24,2.95,"16204","United Kingdom",2.95,5455,"Nov",47,2010,24,"Wednesday"
"183",183,558105,"22652","TRAVEL SEWING KIT",3,2011-06-26,1.65,"15644","United Kingdom",4.95,5241,"Jun",26,2011,26,"Sunday"
"184",184,528336,"22600","CHRISTMAS RETROSPOT STAR WOOD",6,2010-10-21,0.85,"15995","United Kingdom",5.1,5489,"Oct",42,2010,21,"Thursday"
"185",185,568712,"23211","RED ROCKING HORSE HAND PAINTED",4,2011-09-28,1.25,"17841","United Kingdom",5,5147,"Sep",39,2011,28,"Wednesday"
"186",186,499303,"21870","I CAN ONLY PLEASE ONE PERSON MUG",12,2010-02-26,1.25,"13089","United Kingdom",15,5726,"Feb",9,2010,26,"Friday"
"187",187,553515,"22413","METAL SIGN TAKE IT OR LEAVE IT",2,2011-05-17,2.95,"17515","United Kingdom",5.9,5281,"May",20,2011,17,"Tuesday"
"188",188,510180,"20674","GREEN SPOTTY BOWL",5,2010-05-27,1.25,"17238","United Kingdom",6.25,5636,"May",21,2010,27,"Thursday"
"189",189,501806,"21918","SET 12 KIDS COLOUR  CHALK STICKS",12,2010-03-19,0.42,"17673","United Kingdom",5.04,5705,"Mar",12,2010,19,"Friday"
"190",190,575908,"22553","PLASTERS IN TIN SKULLS",12,2011-11-11,1.65,"13091","United Kingdom",19.8,5103,"Nov",45,2011,11,"Friday"
"191",191,580160,"22728","ALARM CLOCK BAKELIKE PINK",8,2011-12-02,3.75,"12700","France",30,5082,"Dec",48,2011,2,"Friday"
"192",192,579872,"23508","MINI PLAYING CARDS DOLLY GIRL",14,2011-11-30,0.42,"14085","United Kingdom",5.88,5084,"Nov",48,2011,30,"Wednesday"
"193",193,578662,"23172","REGENCY TEA PLATE PINK",1,2011-11-24,1.65,"17516","United Kingdom",1.65,5090,"Nov",47,2011,24,"Thursday"
"194",194,500541,"21410","COUNTRY COTTAGE  DOORSTOP GREEN",3,2010-03-08,4.25,"18245","United Kingdom",12.75,5716,"Mar",10,2010,8,"Monday"
"195",195,572324,"23064","CINDERELLA CHANDELIER",40,2011-10-24,10,"14607","United Kingdom",400,5121,"Oct",43,2011,24,"Monday"
"196",196,575867,"22728","ALARM CLOCK BAKELIKE PINK",2,2011-11-11,3.75,"15034","United Kingdom",7.5,5103,"Nov",45,2011,11,"Friday"
"197",197,531726,"22736","RIBBON REEL MAKING SNOWMEN",5,2010-11-09,1.65,"17274","United Kingdom",8.25,5470,"Nov",45,2010,9,"Tuesday"
"198",198,519832,"21982","PACK OF 12 SUKI TISSUES",4,2010-08-20,0.29,"16401","United Kingdom",1.16,5551,"Aug",34,2010,20,"Friday"
"199",199,495178,"22097","SWALLOW SQUARE TISSUE BOX",4,2010-01-21,1.25,"13735","United Kingdom",5,5762,"Jan",3,2010,21,"Thursday"
"200",200,574054,"48185","DOORMAT FAIRY CAKE",4,2011-11-02,8.25,"18104","United Kingdom",33,5112,"Nov",44,2011,2,"Wednesday"
"201",201,515674,"21844","RED RETROSPOT MUG",6,2010-07-14,2.95,"13013","United Kingdom",17.7,5588,"Jul",28,2010,14,"Wednesday"
"202",202,523964,"22294","HEART FILIGREE DOVE  SMALL",24,2010-09-26,1.25,"16709","United Kingdom",30,5514,"Sep",39,2010,26,"Sunday"
"203",203,517724,"82486","WOOD S/3 CABINET ANT WHITE FINISH",2,2010-08-01,7.95,"15547","United Kingdom",15.9,5570,"Aug",31,2010,1,"Sunday"
"204",204,531482,"22090","PAPER BUNTING RETROSPOT",6,2010-11-08,2.95,"15777","United Kingdom",17.7,5471,"Nov",45,2010,8,"Monday"
"205",205,541267,"37450","CERAMIC CAKE BOWL + HANGING CAKES",6,2011-01-17,2.95,"12779","Poland",17.7,5401,"Jan",3,2011,17,"Monday"
"206",206,523967,"21034","REX CASH+CARRY JUMBO SHOPPER",15,2010-09-26,0.95,"16008","United Kingdom",14.25,5514,"Sep",39,2010,26,"Sunday"
"207",207,516186,"21745","GAOLERS KEYS DECORATIVE GARDEN",24,2010-07-18,3.39,"18097","United Kingdom",81.36,5584,"Jul",29,2010,18,"Sunday"
"208",208,496237,"21955","DOORMAT UNION JACK GUNS AND ROSES",10,2010-01-29,5.95,"17677","United Kingdom",59.5,5754,"Jan",5,2010,29,"Friday"
"209",209,496488,"82553","POP'S GREASY SPOON METAL SIGN",1,2010-02-01,1.65,"14606","United Kingdom",1.65,5751,"Feb",5,2010,1,"Monday"
"210",210,567096,"35818P","ACRYLIC JEWEL ICICLE, PINK",35,2011-09-16,0.38,"15099","United Kingdom",13.3,5159,"Sep",37,2011,16,"Friday"
"211",211,520626,"21992","VINTAGE PAISLEY STATIONERY SET",1,2010-08-27,2.95,"17869","United Kingdom",2.95,5544,"Aug",35,2010,27,"Friday"
"212",212,573126,"21746","SMALL RED RETROSPOT WINDMILL",12,2011-10-27,1.25,"15738","United Kingdom",15,5118,"Oct",43,2011,27,"Thursday"
"213",213,494658,"21836","GINGHAM OVEN GLOVE RED HEART",2,2010-01-17,3.75,"13782","United Kingdom",7.5,5766,"Jan",3,2010,17,"Sunday"
"214",214,522332,"21231","SWEETHEART CERAMIC TRINKET BOX",12,2010-09-14,1.25,"15600","United Kingdom",15,5526,"Sep",37,2010,14,"Tuesday"
"215",215,577365,"23344","JUMBO BAG 50'S CHRISTMAS",20,2011-11-18,2.08,"17063","United Kingdom",41.6,5096,"Nov",46,2011,18,"Friday"
"216",216,500353,"22303","COFFEE MUG APPLES DESIGN",6,2010-03-07,2.55,"12668","Germany",15.3,5717,"Mar",10,2010,7,"Sunday"
"217",217,526660,"22697","GREEN REGENCY TEACUP AND SAUCER",6,2010-10-12,2.95,"13013","United Kingdom",17.7,5498,"Oct",41,2010,12,"Tuesday"
"218",218,556776,"21750","LARGE SKULL WINDMILL",1,2011-06-14,2.1,"14730","United Kingdom",2.1,5253,"Jun",24,2011,14,"Tuesday"
"219",219,568223,"POST","POSTAGE",2,2011-09-26,15,"12412","Denmark",30,5149,"Sep",39,2011,26,"Monday"
"220",220,568517,"23323","WHITE WICKER STAR",1,2011-09-27,2.1,"14456","United Kingdom",2.1,5148,"Sep",39,2011,27,"Tuesday"
"221",221,533311,"84596F","SMALL MARSHMALLOWS PINK BOWL",2,2010-11-16,1.25,"16904","United Kingdom",2.5,5463,"Nov",46,2010,16,"Tuesday"
"222",222,573320,"22726","ALARM CLOCK BAKELIKE GREEN",50,2011-10-30,3.39,"15513","United Kingdom",169.5,5115,"Oct",44,2011,30,"Sunday"
"223",223,561694,"22193","RED DINER WALL CLOCK",2,2011-07-29,8.5,"16147","United Kingdom",17,5208,"Jul",30,2011,29,"Friday"
"224",224,489702,"20963","APPLE BATH SPONGE",10,2009-12-02,1.25,"17511","United Kingdom",12.5,5812,"Dec",48,2009,2,"Wednesday"
"225",225,560186,"22748","POPPY'S PLAYHOUSE KITCHEN",1,2011-07-15,2.1,"17266","United Kingdom",2.1,5222,"Jul",28,2011,15,"Friday"
"226",226,569046,"22600","CHRISTMAS RETROSPOT STAR WOOD",12,2011-09-30,0.85,"14422","United Kingdom",10.2,5145,"Sep",39,2011,30,"Friday"
"227",227,563201,"48194","DOORMAT HEARTS",1,2011-08-14,7.95,"13838","United Kingdom",7.95,5192,"Aug",33,2011,14,"Sunday"
"228",228,502056,"90010B","BLACK/WHITE GLASS/SILVER BRACELET",2,2010-03-22,8.95,"17138","United Kingdom",17.9,5702,"Mar",12,2010,22,"Monday"
"229",229,571905,"22568","FELTCRAFT CUSHION OWL",4,2011-10-19,3.75,"12370","Cyprus",15,5126,"Oct",42,2011,19,"Wednesday"
"230",230,561073,"22978","PANTRY ROLLING PIN",12,2011-07-24,3.75,"13408","United Kingdom",45,5213,"Jul",30,2011,24,"Sunday"
"231",231,509356,"22429","ENAMEL MEASURING JUG CREAM",4,2010-05-21,4.25,"13148","United Kingdom",17,5642,"May",21,2010,21,"Friday"
"232",232,526901,"20750","RED RETROSPOT MINI CASES",1,2010-10-13,7.95,"17817","United Kingdom",7.95,5497,"Oct",41,2010,13,"Wednesday"
"233",233,563016,"16161U","WRAP SUKI AND FRIENDS",25,2011-08-11,0.42,"15358","United Kingdom",10.5,5195,"Aug",32,2011,11,"Thursday"
"234",234,566477,"22699","ROSES REGENCY TEACUP AND SAUCER",6,2011-09-13,2.95,"14359","United Kingdom",17.7,5162,"Sep",37,2011,13,"Tuesday"
"235",235,511789,"21246","RED SPOTTY BIG BOWL",1,2010-06-10,4.95,"14606","United Kingdom",4.95,5622,"Jun",23,2010,10,"Thursday"
"236",236,528397,"84406B","CREAM CUPID HEARTS COAT HANGER",8,2010-10-22,3.25,"12972","United Kingdom",26,5488,"Oct",43,2010,22,"Friday"
"237",237,550437,"21204","DAISIES  HONEYCOMB GARLAND",3,2011-04-18,1.65,"16923","United Kingdom",4.95,5310,"Apr",16,2011,18,"Monday"
"238",238,574530,"22154","ANGEL DECORATION 3 BUTTONS",10,2011-11-04,0.42,"16887","United Kingdom",4.2,5110,"Nov",44,2011,4,"Friday"
"239",239,579885,"21733","RED HANGING HEART T-LIGHT HOLDER",1,2011-11-30,2.95,"15444","United Kingdom",2.95,5084,"Nov",48,2011,30,"Wednesday"
"240",240,501675,"22267","EASTER DECORATION EGG BUNNY",12,2010-03-18,1.25,"18247","United Kingdom",15,5706,"Mar",11,2010,18,"Thursday"
"241",241,538184,"22053","EMPIRE DESIGN ROSETTE",10,2010-12-10,1.25,"17880","United Kingdom",12.5,5439,"Dec",50,2010,10,"Friday"
"242",242,550750,"22382","LUNCH BAG SPACEBOY DESIGN",10,2011-04-20,1.65,"13632","United Kingdom",16.5,5308,"Apr",16,2011,20,"Wednesday"
"243",243,511328,"22355","CHARLOTTE BAG SUKI DESIGN",20,2010-06-08,0.85,"13178","United Kingdom",17,5624,"Jun",23,2010,8,"Tuesday"
"244",244,515475,"37448","CERAMIC CAKE DESIGN SPOTTED MUG",24,2010-07-13,1.49,"16320","Unspecified",35.76,5589,"Jul",28,2010,13,"Tuesday"
"245",245,543839,"47590A","BLUE HAPPY BIRTHDAY BUNTING",1,2011-02-14,5.45,"17811","United Kingdom",5.45,5373,"Feb",7,2011,14,"Monday"
"246",246,534470,"22295","HEART FILIGREE DOVE LARGE",12,2010-11-23,1.65,"18006","United Kingdom",19.8,5456,"Nov",47,2010,23,"Tuesday"
"247",247,576236,"84927F","PSYCHEDELIC TILE HOOK",2,2011-11-14,0.39,"13755","United Kingdom",0.78,5100,"Nov",46,2011,14,"Monday"
"248",248,551846,"84969","BOX OF 6 ASSORTED COLOUR TEASPOONS",6,2011-05-04,4.25,"13047","United Kingdom",25.5,5294,"May",18,2011,4,"Wednesday"
"249",249,490485,"72756","FAIRY CAKE CANDLES",9,2009-12-06,1.49,"14454","United Kingdom",13.41,5808,"Dec",49,2009,6,"Sunday"
"250",250,537773,"20727","LUNCH BAG  BLACK SKULL.",4,2010-12-08,1.65,"16016","United Kingdom",6.6,5441,"Dec",49,2010,8,"Wednesday"
"251",251,573339,"23233","WRAP POPPIES  DESIGN",25,2011-10-30,0.42,"13278","United Kingdom",10.5,5115,"Oct",44,2011,30,"Sunday"
"252",252,519714,"21231","SWEETHEART CERAMIC TRINKET BOX",12,2010-08-19,1.25,"17829","United Arab Emirates",15,5552,"Aug",33,2010,19,"Thursday"
"253",253,544368,"22988","SOLDIERS EGG CUP",12,2011-02-18,1.25,"14057","United Kingdom",15,5369,"Feb",7,2011,18,"Friday"
"254",254,551436,"23208","LUNCH BAG VINTAGE LEAF DESIGN",1,2011-04-28,1.65,"16904","United Kingdom",1.65,5300,"Apr",17,2011,28,"Thursday"
"255",255,490378,"47591C","BLUE FAIRY CAKE CHILD'S APRON",8,2009-12-05,1.95,"13641","United Kingdom",15.6,5809,"Dec",49,2009,5,"Saturday"
"256",256,553860,"23084","RABBIT NIGHT LIGHT",1,2011-05-19,2.08,"17841","United Kingdom",2.08,5279,"May",20,2011,19,"Thursday"
"257",257,576686,"23205","CHARLOTTE BAG VINTAGE ALPHABET",4,2011-11-16,0.85,"16916","United Kingdom",3.4,5098,"Nov",46,2011,16,"Wednesday"
"258",258,512112,"22444","GROW YOUR OWN PLANT IN A CAN",24,2010-06-13,1.25,"17841","United Kingdom",30,5619,"Jun",24,2010,13,"Sunday"
"259",259,535274,"20712","JUMBO BAG WOODLAND ANIMALS",6,2010-11-25,1.95,"14415","United Kingdom",11.7,5454,"Nov",47,2010,25,"Thursday"
"260",260,569546,"23006","TRAVEL CARD WALLET FLOWER MEADOW",1,2011-10-04,0.42,"15276","United Kingdom",0.42,5141,"Oct",40,2011,4,"Tuesday"
"261",261,499377,"48138","DOOR MAT UNION FLAG",1,2010-02-26,7.49,"14177","United Kingdom",7.49,5726,"Feb",9,2010,26,"Friday"
"262",262,524307,"84997D","PINK 3 PIECE POLKADOT CUTLERY SET",1,2010-09-28,3.75,"17092","United Kingdom",3.75,5512,"Sep",39,2010,28,"Tuesday"
"263",263,564335,"23301","GARDENERS KNEELING PAD KEEP CALM",3,2011-08-24,1.65,"15800","United Kingdom",4.95,5182,"Aug",34,2011,24,"Wednesday"
"264",264,542397,"22934","BAKING MOULD EASTER EGG WHITE CHOC",48,2011-01-27,2.55,"13328","United Kingdom",122.4,5391,"Jan",4,2011,27,"Thursday"
"265",265,511789,"20702","PINK PADDED MOBILE",36,2010-06-10,3.75,"14606","United Kingdom",135,5622,"Jun",23,2010,10,"Thursday"
"266",266,523964,"22729","ALARM CLOCK BAKELIKE ORANGE",4,2010-09-26,3.75,"16709","United Kingdom",15,5514,"Sep",39,2010,26,"Sunday"
"267",267,573151,"22558","CLOTHES PEGS RETROSPOT PACK 24",2,2011-10-27,1.65,"17602","United Kingdom",3.3,5118,"Oct",43,2011,27,"Thursday"
"268",268,501867,"20967","GREY FLORAL FELTCRAFT SHOULDER BAG",4,2010-03-21,3.75,"18085","United Kingdom",15,5703,"Mar",12,2010,21,"Sunday"
"269",269,580721,"23434","3 RAFFIA RIBBONS 50'S CHRISTMAS",10,2011-12-05,0.79,"15274","United Kingdom",7.9,5079,"Dec",49,2011,5,"Monday"
"270",270,556285,"20723","STRAWBERRY CHARLOTTE BAG",10,2011-06-10,0.85,"13686","United Kingdom",8.5,5257,"Jun",23,2011,10,"Friday"
"271",271,557283,"84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",8,2011-06-19,0.42,"16813","United Kingdom",3.36,5248,"Jun",25,2011,19,"Sunday"
"272",272,523570,"84347","ROTATING SILVER ANGELS T-LIGHT HLDR",3,2010-09-22,2.55,"13857","United Kingdom",7.65,5518,"Sep",38,2010,22,"Wednesday"
"273",273,530391,"21584","RETRO SPOT SMALL TUBE MATCHES",144,2010-11-02,1.45,"16705","United Kingdom",208.8,5477,"Nov",44,2010,2,"Tuesday"
"274",274,532969,"22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",2,2010-11-15,2.95,"17992","United Kingdom",5.9,5464,"Nov",46,2010,15,"Monday"
"275",275,525249,"21544","SKULLS  WATER TRANSFER TATTOOS",24,2010-10-04,0.85,"12726","France",20.4,5506,"Oct",40,2010,4,"Monday"
"276",276,576559,"23103","JINGLE BELL HEART DECORATION",1,2011-11-15,1.65,"14711","United Kingdom",1.65,5099,"Nov",46,2011,15,"Tuesday"
"277",277,568984,"85178","VICTORIAN SEWING KIT",2,2011-09-29,1.25,"17813","United Kingdom",2.5,5146,"Sep",39,2011,29,"Thursday"
"278",278,575959,"21809","CHRISTMAS HANGING TREE WITH BELL",6,2011-11-13,0.39,"14547","United Kingdom",2.34,5101,"Nov",46,2011,13,"Sunday"
"279",279,491408,"48194","DOORMAT HEARTS",10,2009-12-10,5.95,"17351","United Kingdom",59.5,5804,"Dec",50,2009,10,"Thursday"
"280",280,539039,"21194","PINK  HONEYCOMB PAPER FAN",10,2010-12-15,2.1,"13124","United Kingdom",21,5434,"Dec",50,2010,15,"Wednesday"
"281",281,525083,"22865","HAND WARMER OWL DESIGN",3,2010-10-03,2.1,"14415","United Kingdom",6.3,5507,"Oct",40,2010,3,"Sunday"
"282",282,490115,"20970","PINK FLORAL FELTCRAFT SHOULDER BAG",8,2009-12-03,3.75,"17679","United Kingdom",30,5811,"Dec",49,2009,3,"Thursday"
"283",283,490136,"21493","VINTAGE DESIGN GIFT TAGS",1,2009-12-03,0.85,"17432","United Kingdom",0.85,5811,"Dec",49,2009,3,"Thursday"
"284",284,556489,"22789","T-LIGHT HOLDER SWEETHEART HANGING",2,2011-06-12,1.95,"14704","United Kingdom",3.9,5255,"Jun",24,2011,12,"Sunday"
"285",285,522594,"84988","SET OF 72 PINK HEART PAPER DOILIES",1,2010-09-15,1.45,"16005","United Kingdom",1.45,5525,"Sep",37,2010,15,"Wednesday"
"286",286,580727,"22960","JAM MAKING SET WITH JARS",5,2011-12-05,8.29,"14096","United Kingdom",41.45,5079,"Dec",49,2011,5,"Monday"
"287",287,551623,"85141","JARDIN ETCHED GLASS FRUITBOWL",2,2011-05-03,3.95,"12843","United Kingdom",7.9,5295,"May",18,2011,3,"Tuesday"
"288",288,548331,"22274","FELTCRAFT DOLL EMILY",6,2011-03-30,2.95,"13047","United Kingdom",17.7,5329,"Mar",13,2011,30,"Wednesday"
"289",289,502853,"21564","PINK  HEART SHAPE LOVE BUCKET",4,2010-03-28,2.95,"17589","United Kingdom",11.8,5696,"Mar",13,2010,28,"Sunday"
"290",290,527568,"37450","CERAMIC CAKE BOWL + HANGING CAKES",6,2010-10-18,2.95,"17672","United Kingdom",17.7,5492,"Oct",42,2010,18,"Monday"
"291",291,562269,"22398","MAGNETS PACK OF 4 SWALLOWS",24,2011-08-03,0.39,"14056","United Kingdom",9.36,5203,"Aug",31,2011,3,"Wednesday"
"292",292,554382,"22991","GIRAFFE WOODEN RULER",4,2011-05-24,1.95,"17365","United Kingdom",7.8,5274,"May",21,2011,24,"Tuesday"
"293",293,525900,"21984","PACK OF 12 PINK PAISLEY TISSUES",24,2010-10-07,0.29,"15314","United Kingdom",6.96,5503,"Oct",40,2010,7,"Thursday"
"294",294,521700,"22759","SET OF 3 NOTEBOOKS IN PARCEL",12,2010-09-08,1.65,"14740","United Kingdom",19.8,5532,"Sep",36,2010,8,"Wednesday"
"295",295,558432,"20717","STRAWBERRY SHOPPER BAG",10,2011-06-29,1.25,"17730","United Kingdom",12.5,5238,"Jun",26,2011,29,"Wednesday"
"296",296,525711,"22569","FELTCRAFT CUSHION BUTTERFLY",10,2010-10-06,3.75,"14085","United Kingdom",37.5,5504,"Oct",40,2010,6,"Wednesday"
"297",297,561366,"23256","CHILDRENS CUTLERY SPACEBOY",4,2011-07-26,4.15,"15152","United Kingdom",16.6,5211,"Jul",30,2011,26,"Tuesday"
"298",298,578675,"22910","PAPER CHAIN KIT VINTAGE CHRISTMAS",12,2011-11-24,2.95,"14756","United Kingdom",35.4,5090,"Nov",47,2011,24,"Thursday"
"299",299,536747,"85049H","URBAN BLACK RIBBONS",3,2010-12-02,1.25,"17802","United Kingdom",3.75,5447,"Dec",48,2010,2,"Thursday"
"300",300,581420,"23353","6 GIFT TAGS VINTAGE CHRISTMAS",12,2011-12-08,0.83,"16358","United Kingdom",9.96,5076,"Dec",49,2011,8,"Thursday"
"301",301,537384,"22867","HAND WARMER BIRD DESIGN",10,2010-12-06,2.1,"15984","United Kingdom",21,5443,"Dec",49,2010,6,"Monday"
"302",302,534813,"85099B","JUMBO BAG RED RETROSPOT",10,2010-11-24,1.95,"17069","United Kingdom",19.5,5455,"Nov",47,2010,24,"Wednesday"
"303",303,526717,"21976","PACK OF 60 MUSHROOM CAKE CASES",24,2010-10-12,0.55,"12605","Germany",13.2,5498,"Oct",41,2010,12,"Tuesday"
"304",304,558565,"85035A","GARDENIA 3 WICK MORRIS BOXED CANDLE",1,2011-06-30,4.25,"14803","United Kingdom",4.25,5237,"Jun",26,2011,30,"Thursday"
"305",305,579124,"84596F","SMALL MARSHMALLOWS PINK BOWL",8,2011-11-28,0.42,"15721","United Kingdom",3.36,5086,"Nov",48,2011,28,"Monday"
"306",306,561113,"84596B","SMALL DOLLY MIX DESIGN ORANGE BOWL",20,2011-07-25,0.42,"17841","United Kingdom",8.4,5212,"Jul",30,2011,25,"Monday"
"307",307,544421,"22178","VICTORIAN GLASS HANGING T-LIGHT",12,2011-02-18,1.25,"13951","United Kingdom",15,5369,"Feb",7,2011,18,"Friday"
"308",308,555554,"22624","IVORY KITCHEN SCALES",2,2011-06-05,8.5,"13742","United Kingdom",17,5262,"Jun",23,2011,5,"Sunday"
"309",309,545232,"20984","12 PENCILS TALL TUBE POSY",12,2011-03-01,0.85,"15676","United Kingdom",10.2,5358,"Mar",9,2011,1,"Tuesday"
"310",310,566566,"22144","CHRISTMAS CRAFT LITTLE FRIENDS",1,2011-09-13,4.13,"14096","United Kingdom",4.13,5162,"Sep",37,2011,13,"Tuesday"
"311",311,517384,"21481","FAWN BLUE HOT WATER BOTTLE",1,2010-07-28,2.95,"16984","United Kingdom",2.95,5574,"Jul",30,2010,28,"Wednesday"
"312",312,514391,"20728","LUNCH BAG CARS BLUE",20,2010-07-02,1.65,"12921","United Kingdom",33,5600,"Jul",27,2010,2,"Friday"
"313",313,493428,"20686","DOLLY MIXTURE CHILDREN'S UMBRELLA",2,2010-01-04,3.25,"16550","United Kingdom",6.5,5779,"Jan",1,2010,4,"Monday"
"314",314,495340,"37370","RETRO COFFEE MUGS ASSORTED",72,2010-01-22,1.06,"14031","United Kingdom",76.32,5761,"Jan",4,2010,22,"Friday"
"315",315,526239,"84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",72,2010-10-11,2.55,"15769","United Kingdom",183.6,5499,"Oct",41,2010,11,"Monday"
"316",316,571668,"22121","NOEL WOODEN BLOCK LETTERS",4,2011-10-18,5.95,"16515","United Kingdom",23.8,5127,"Oct",42,2011,18,"Tuesday"
"317",317,519239,"20725","LUNCH BAG RED SPOTTY",3,2010-08-15,1.65,"14996","United Kingdom",4.95,5556,"Aug",33,2010,15,"Sunday"
"318",318,545415,"22980","PANTRY SCRUBBING BRUSH",12,2011-03-02,1.65,"15641","United Kingdom",19.8,5357,"Mar",9,2011,2,"Wednesday"
"319",319,508094,"22139","RETRO SPOT TEA SET CERAMIC 11 PC",72,2010-05-13,4.25,"12931","United Kingdom",306,5650,"May",19,2010,13,"Thursday"
"320",320,572316,"72799F","IVORY PILLAR CANDLE GOLD FLOCK",1,2011-10-23,2.95,"17836","United Kingdom",2.95,5122,"Oct",43,2011,23,"Sunday"
"321",321,513952,"22561","WOODEN SCHOOL COLOURING SET",24,2010-06-29,1.65,"14049","United Kingdom",39.6,5603,"Jun",26,2010,29,"Tuesday"
"322",322,580290,"21820","GLITTER HEART GARLAND WITH BELLS",1,2011-12-02,3.75,"17221","United Kingdom",3.75,5082,"Dec",48,2011,2,"Friday"
"323",323,573914,"21810","CHRISTMAS HANGING STAR WITH BELL",48,2011-11-01,0.39,"14383","United Kingdom",18.72,5113,"Nov",44,2011,1,"Tuesday"
"324",324,504421,"22064","PINK DOUGHNUT TRINKET POT",12,2010-04-13,1.65,"15639","United Kingdom",19.8,5680,"Apr",15,2010,13,"Tuesday"
"325",325,520880,"82486","WOOD S/3 CABINET ANT WHITE FINISH",2,2010-08-31,7.95,"16670","United Kingdom",15.9,5540,"Aug",35,2010,31,"Tuesday"
"326",326,580360,"90086","CRYSTAL FROG PHONE CHARM",12,2011-12-02,0.85,"14493","United Kingdom",10.2,5082,"Dec",48,2011,2,"Friday"
"327",327,496363,"22148","EASTER CRAFT 4 CHICKS",12,2010-02-01,1.95,"12800","Portugal",23.4,5751,"Feb",5,2010,1,"Monday"
"328",328,570251,"22178","VICTORIAN GLASS HANGING T-LIGHT",24,2011-10-10,1.95,"17025","United Kingdom",46.8,5135,"Oct",41,2011,10,"Monday"
"329",329,538035,"21928","JUMBO BAG SCANDINAVIAN PAISLEY",1,2010-12-09,1.95,"16065","United Kingdom",1.95,5440,"Dec",49,2010,9,"Thursday"
"330",330,538827,"20705","MRS ROBOT SOFT TOY",16,2010-12-14,1.95,"14298","United Kingdom",31.2,5435,"Dec",50,2010,14,"Tuesday"
"331",331,505999,"71459","HANGING JAM JAR T-LIGHT HOLDER",24,2010-04-27,0.85,"14837","United Kingdom",20.4,5666,"Apr",17,2010,27,"Tuesday"
"332",332,555843,"23284","DOORMAT KEEP CALM AND COME IN",2,2011-06-07,7.95,"12584","Italy",15.9,5260,"Jun",23,2011,7,"Tuesday"
"333",333,554668,"23300","GARDENERS KNEELING PAD CUP OF TEA",12,2011-05-25,1.65,"18226","United Kingdom",19.8,5273,"May",21,2011,25,"Wednesday"
"334",334,530799,"20761","BLUE PAISLEY SKETCHBOOK",32,2010-11-04,2.95,"12497","Germany",94.4,5475,"Nov",44,2010,4,"Thursday"
"335",335,490470,"16235","RECYCLED PENCIL WITH RABBIT ERASER",8,2009-12-06,0.21,"16395","United Kingdom",1.68,5808,"Dec",49,2009,6,"Sunday"
